Rating,Komentar,Review,text_clean,text_CaseFolding,text_Tokenized,text_Stopwords,text_Stemmed,text_normalized_stemmed
3,"dear capcut: Now you are too stingy and many have switched to the Alight Motion application and I, as a long-time CapCut user, am very disappointed with your greed for money. Please bring back the free CapCut era.","dear capcut: Now you are too stingy and many have switched to the Alight Motion application and I, as a long-time CapCut user, am very disappointed with your greed for money. Please bring back the free CapCut era.",dear capcut Now you are too stingy and many have switched to the Alight Motion application and I as a longtime CapCut user am very disappointed with your greed for money Please bring back the free CapCut era,dear capcut now you are too stingy and many have switched to the alight motion application and i as a longtime capcut user am very disappointed with your greed for money please bring back the free capcut era,"['dear', 'capcut', 'now', 'you', 'are', 'too', 'stingy', 'and', 'many', 'have', 'switched', 'to', 'the', 'alight', 'motion', 'application', 'and', 'i', 'as', 'a', 'longtime', 'capcut', 'user', 'am', 'very', 'disappointed', 'with', 'your', 'greed', 'for', 'money', 'please', 'bring', 'back', 'the', 'free', 'capcut', 'era']","['dear', 'capcut', 'now', 'you', 'are', 'too', 'stingy', 'and', 'many', 'have', 'switched', 'to', 'the', 'alight', 'motion', 'application', 'and', 'i', 'as', 'a', 'longtime', 'capcut', 'user', 'am', 'very', 'disappointed', 'with', 'your', 'greed', 'for', 'money', 'please', 'bring', 'back', 'the', 'free', 'capcut', 'era']",dear capcut now you are too stingy and many have switched to the alight motion application and i as a longtime capcut user am very disappointed with your greed for money please bring back the free capcut era,dear capcut now you are stingy and many have switched the alight motion aplication and longtime capcut user very disapointed with your gred for money please bring back the fre capcut era
3,bgus yaaa kalo mau bintang banyak kurangin kikir nya,bgus yaaa kalo mau bintang banyak kurangin kikir nya,bgus yaaa kalo mau bintang banyak kurangin kikir nya,bgus yaaa kalo mau bintang banyak kurangin kikir nya,"['bgus', 'yaaa', 'kalo', 'mau', 'bintang', 'banyak', 'kurangin', 'kikir', 'nya']","['bgus', 'yaaa', 'kalo', 'bintang', 'kurangin', 'kikir', 'nya']",bgus yaaa kalo bintang rangin kikir nya,bgus kalo bintang rangin kikir nya
5,sangat bagus,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus,bagus
4,"kenapa kadang"" fotonya gk muncul pas mau mengekspore","kenapa kadang"" fotonya gk muncul pas mau mengekspore",kenapa kadang fotonya gk muncul pas mau mengekspore,kenapa kadang fotonya gk muncul pas mau mengekspore,"['kenapa', 'kadang', 'fotonya', 'gk', 'muncul', 'pas', 'mau', 'mengekspore']","['kadang', 'fotonya', 'gk', 'muncul', 'pas', 'mengekspore']",kadang foto gk muncul pas mengekspore,kadang foto gak muncul pas mengekspore
1,capcut nya tidak bagus lagii,capcut nya tidak bagus lagii,capcut nya tidak bagus lagii,capcut nya tidak bagus lagii,"['capcut', 'nya', 'tidak', 'bagus', 'lagii']","['capcut', 'nya', 'bagus', 'lagii']",capcut nya bagus lagi,capcut nya bagus lagi
5,sangat bagussss,sangat bagussss,sangat bagussss,sangat bagussss,"['sangat', 'bagussss']",['bagussss'],bagussss,bagus
1,"ak GK jelas,padahal ga ada pakai fitur berbayar tapi gak bisa di expor vidio editnya sama sekali.mana setiap masuk mental Mulu iklan penuh maaf sya unistal lagi dah nyesel","ak GK jelas,padahal ga ada pakai fitur berbayar tapi gak bisa di expor vidio editnya sama sekali.mana setiap masuk mental Mulu iklan penuh maaf sya unistal lagi dah nyesel",ak GK jelaspadahal ga ada pakai fitur berbayar tapi gak bisa di expor vidio editnya sama sekalimana setiap masuk mental Mulu iklan penuh maaf sya unistal lagi dah nyesel,ak gk jelaspadahal ga ada pakai fitur berbayar tapi gak bisa di expor vidio editnya sama sekalimana setiap masuk mental mulu iklan penuh maaf sya unistal lagi dah nyesel,"['ak', 'gk', 'jelaspadahal', 'ga', 'ada', 'pakai', 'fitur', 'berbayar', 'tapi', 'gak', 'bisa', 'di', 'expor', 'vidio', 'editnya', 'sama', 'sekalimana', 'setiap', 'masuk', 'mental', 'mulu', 'iklan', 'penuh', 'maaf', 'sya', 'unistal', 'lagi', 'dah', 'nyesel']","['ak', 'gk', 'jelaspadahal', 'ga', 'pakai', 'fitur', 'berbayar', 'gak', 'expor', 'vidio', 'editnya', 'sekalimana', 'masuk', 'mental', 'mulu', 'iklan', 'penuh', 'maaf', 'sya', 'unistal', 'dah', 'nyesel']",ak gk jelaspadahal ga pakai fitur bayar gak expor vidio edit sekalimana masuk mental mulu iklan penuh maaf sya unistal dah nyesel,gak jelaspadahal gak pakai fitur bayar gak expor vidio edit sekalimana masuk mental mulu iklan penuh maf sya unistal dah nyesel
2,hilangkan iklan nya bisa ga sih ribet amatt pake acara iklan segala,hilangkan iklan nya bisa ga sih ribet amatt pake acara iklan segala,hilangkan iklan nya bisa ga sih ribet amatt pake acara iklan segala,hilangkan iklan nya bisa ga sih ribet amatt pake acara iklan segala,"['hilangkan', 'iklan', 'nya', 'bisa', 'ga', 'sih', 'ribet', 'amatt', 'pake', 'acara', 'iklan', 'segala']","['hilangkan', 'iklan', 'nya', 'ga', 'sih', 'ribet', 'amatt', 'pake', 'acara', 'iklan']",hilang iklan nya ga sih ribet amatt pake acara iklan,hilang iklan nya gak sih ribet amat pake acara iklan
4,seru banget tapi syg ny suka iklan terus,seru banget tapi syg ny suka iklan terus,seru banget tapi syg ny suka iklan terus,seru banget tapi syg ny suka iklan terus,"['seru', 'banget', 'tapi', 'syg', 'ny', 'suka', 'iklan', 'terus']","['seru', 'banget', 'syg', 'ny', 'suka', 'iklan']",seru banget syg ny suka iklan,seru banget syg suka iklan
4,aplikasi ini sih bagus cuma dikurangi aja iklannya,aplikasi ini sih bagus cuma dikurangi aja iklannya,aplikasi ini sih bagus cuma dikurangi aja iklannya,aplikasi ini sih bagus cuma dikurangi aja iklannya,"['aplikasi', 'ini', 'sih', 'bagus', 'cuma', 'dikurangi', 'aja', 'iklannya']","['aplikasi', 'sih', 'bagus', 'dikurangi', 'aja', 'iklannya']",aplikasi sih bagus rang aja iklan,aplikasi sih bagus rang aja iklan
5,aku waktu download itu seperti tidak terjadi apa² tpi pas aku hapus ko gak bisa di download lagi? gpp tpi tetep aku kasih bintang 5 soalnya bagus banget hasil nya,aku waktu download itu seperti tidak terjadi apa² tpi pas aku hapus ko gak bisa di download lagi? gpp tpi tetep aku kasih bintang 5 soalnya bagus banget hasil nya,aku waktu download itu seperti tidak terjadi apa tpi pas aku hapus ko gak bisa di download lagi gpp tpi tetep aku kasih bintang  soalnya bagus banget hasil nya,aku waktu download itu seperti tidak terjadi apa tpi pas aku hapus ko gak bisa di download lagi gpp tpi tetep aku kasih bintang  soalnya bagus banget hasil nya,"['aku', 'waktu', 'download', 'itu', 'seperti', 'tidak', 'terjadi', 'apa', 'tpi', 'pas', 'aku', 'hapus', 'ko', 'gak', 'bisa', 'di', 'download', 'lagi', 'gpp', 'tpi', 'tetep', 'aku', 'kasih', 'bintang', 'soalnya', 'bagus', 'banget', 'hasil', 'nya']","['download', 'tpi', 'pas', 'hapus', 'ko', 'gak', 'download', 'gpp', 'tpi', 'tetep', 'kasih', 'bintang', 'bagus', 'banget', 'hasil', 'nya']",download tpi pas hapus ko gak download gpp tpi tetep kasih bintang bagus banget hasil nya,download tpi pas hapus gak download tpi tetep kasih bintang bagus banget hasil nya
1,"disitu ada pembayaran fitur, nah aku pake pembayaran fitur, pas mau byr tuh, tiba tiba ""ERROR"", nah kan aku pake saldo, tapi saldonya ga kembali, pas coba beli lagi ""ERROR"" lagi, jadi, tlg kembaliin saldo akuu PLC!","disitu ada pembayaran fitur, nah aku pake pembayaran fitur, pas mau byr tuh, tiba tiba ""ERROR"", nah kan aku pake saldo, tapi saldonya ga kembali, pas coba beli lagi ""ERROR"" lagi, jadi, tlg kembaliin saldo akuu PLC!",disitu ada pembayaran fitur nah aku pake pembayaran fitur pas mau byr tuh tiba tiba ERROR nah kan aku pake saldo tapi saldonya ga kembali pas coba beli lagi ERROR lagi jadi tlg kembaliin saldo akuu PLC,disitu ada pembayaran fitur nah aku pake pembayaran fitur pas mau byr tuh tiba tiba error nah kan aku pake saldo tapi saldonya ga kembali pas coba beli lagi error lagi jadi tlg kembaliin saldo akuu plc,"['disitu', 'ada', 'pembayaran', 'fitur', 'nah', 'aku', 'pake', 'pembayaran', 'fitur', 'pas', 'mau', 'byr', 'tuh', 'tiba', 'tiba', 'error', 'nah', 'kan', 'aku', 'pake', 'saldo', 'tapi', 'saldonya', 'ga', 'kembali', 'pas', 'coba', 'beli', 'lagi', 'error', 'lagi', 'jadi', 'tlg', 'kembaliin', 'saldo', 'akuu', 'plc']","['disitu', 'pembayaran', 'fitur', 'pake', 'pembayaran', 'fitur', 'pas', 'byr', 'tuh', 'error', 'pake', 'saldo', 'saldonya', 'ga', 'pas', 'coba', 'beli', 'error', 'tlg', 'kembaliin', 'saldo', 'akuu', 'plc']",situ bayar fitur pake bayar fitur pas byr tuh error pake saldo saldo ga pas coba beli error tlg kembaliin saldo akuu plc,situ bayar fitur pake bayar fitur pas byr tuh eror pake saldo saldo gak pas coba beli eror tlg kembalin saldo aku plc
1,berbayar,berbayar,berbayar,berbayar,['berbayar'],['berbayar'],bayar,bayar
5,apk ini bagus bnget buat edit foto jadi kece dan apk ini asik bngt gk bosen kita bisa menonton dan mencoba tample aku kasih bintang 5,apk ini bagus bnget buat edit foto jadi kece dan apk ini asik bngt gk bosen kita bisa menonton dan mencoba tample aku kasih bintang 5,apk ini bagus bnget buat edit foto jadi kece dan apk ini asik bngt gk bosen kita bisa menonton dan mencoba tample aku kasih bintang ,apk ini bagus bnget buat edit foto jadi kece dan apk ini asik bngt gk bosen kita bisa menonton dan mencoba tample aku kasih bintang ,"['apk', 'ini', 'bagus', 'bnget', 'buat', 'edit', 'foto', 'jadi', 'kece', 'dan', 'apk', 'ini', 'asik', 'bngt', 'gk', 'bosen', 'kita', 'bisa', 'menonton', 'dan', 'mencoba', 'tample', 'aku', 'kasih', 'bintang']","['apk', 'bagus', 'bnget', 'edit', 'foto', 'kece', 'apk', 'asik', 'bngt', 'gk', 'bosen', 'menonton', 'mencoba', 'tample', 'kasih', 'bintang']",apk bagus bnget edit foto kece apk asik bngt gk bosen tonton coba tample kasih bintang,aplikasi bagus bnget edit foto kece aplikasi asik bngt gak bosen tonton coba tample kasih bintang
1,karena menginstal terus sudah lama saya nunggu dan belum bisa bisa terus tolong dongdi perhatikan,karena menginstal terus sudah lama saya nunggu dan belum bisa bisa terus tolong dongdi perhatikan,karena menginstal terus sudah lama saya nunggu dan belum bisa bisa terus tolong dongdi perhatikan,karena menginstal terus sudah lama saya nunggu dan belum bisa bisa terus tolong dongdi perhatikan,"['karena', 'menginstal', 'terus', 'sudah', 'lama', 'saya', 'nunggu', 'dan', 'belum', 'bisa', 'bisa', 'terus', 'tolong', 'dongdi', 'perhatikan']","['menginstal', 'nunggu', 'tolong', 'dongdi', 'perhatikan']",menginstal nunggu tolong dongdi perhati,menginstal nungu tolong dongdi perhati
4,aplikasi nya bagus cuman agak ngelag,aplikasi nya bagus cuman agak ngelag,aplikasi nya bagus cuman agak ngelag,aplikasi nya bagus cuman agak ngelag,"['aplikasi', 'nya', 'bagus', 'cuman', 'agak', 'ngelag']","['aplikasi', 'nya', 'bagus', 'cuman', 'ngelag']",aplikasi nya bagus cuman ngelag,aplikasi nya bagus cuman ngelag
3,"Ini tolong aplikasinya harus lebih bagus dong,masa makin update makin bnyak iklan padahal dulu iklan gak sebanyak kayak sekarang,bahkan ngekspor pun harus nonton iklan dulu tolong kembalikan seperti dulu lagi,saya juga tahu kalau tujuan di ekspor harus nonton iklan dulu karena,supaya banyak orang yang beli pro","Ini tolong aplikasinya harus lebih bagus dong,masa makin update makin bnyak iklan padahal dulu iklan gak sebanyak kayak sekarang,bahkan ngekspor pun harus nonton iklan dulu tolong kembalikan seperti dulu lagi,saya juga tahu kalau tujuan di ekspor harus nonton iklan dulu karena,supaya banyak orang yang beli pro",Ini tolong aplikasinya harus lebih bagus dongmasa makin update makin bnyak iklan padahal dulu iklan gak sebanyak kayak sekarangbahkan ngekspor pun harus nonton iklan dulu tolong kembalikan seperti dulu lagisaya juga tahu kalau tujuan di ekspor harus nonton iklan dulu karenasupaya banyak orang yang beli pro,ini tolong aplikasinya harus lebih bagus dongmasa makin update makin bnyak iklan padahal dulu iklan gak sebanyak kayak sekarangbahkan ngekspor pun harus nonton iklan dulu tolong kembalikan seperti dulu lagisaya juga tahu kalau tujuan di ekspor harus nonton iklan dulu karenasupaya banyak orang yang beli pro,"['ini', 'tolong', 'aplikasinya', 'harus', 'lebih', 'bagus', 'dongmasa', 'makin', 'update', 'makin', 'bnyak', 'iklan', 'padahal', 'dulu', 'iklan', 'gak', 'sebanyak', 'kayak', 'sekarangbahkan', 'ngekspor', 'pun', 'harus', 'nonton', 'iklan', 'dulu', 'tolong', 'kembalikan', 'seperti', 'dulu', 'lagisaya', 'juga', 'tahu', 'kalau', 'tujuan', 'di', 'ekspor', 'harus', 'nonton', 'iklan', 'dulu', 'karenasupaya', 'banyak', 'orang', 'yang', 'beli', 'pro']","['tolong', 'aplikasinya', 'bagus', 'dongmasa', 'update', 'bnyak', 'iklan', 'iklan', 'gak', 'kayak', 'sekarangbahkan', 'ngekspor', 'nonton', 'iklan', 'tolong', 'kembalikan', 'lagisaya', 'tujuan', 'ekspor', 'nonton', 'iklan', 'karenasupaya', 'orang', 'beli', 'pro']",tolong aplikasi bagus dongmasa update bnyak iklan iklan gak kayak sekarangbahkan ngekspor nonton iklan tolong kembali lagisaya tuju ekspor nonton iklan karenasupaya orang beli pro,tolong aplikasi bagus dongmasa update bnyak iklan iklan gak kayak sekarangbahkan ngekspor nonton iklan tolong kembali lagisaya tuju ekspor nonton iklan karenasupaya orang beli pro
5,Untuk langganan sepertinya bisa dikasih diskon lagi agar banyak user yang menggunakan. 🤔,Untuk langganan sepertinya bisa dikasih diskon lagi agar banyak user yang menggunakan. 🤔,Untuk langganan sepertinya bisa dikasih diskon lagi agar banyak user yang menggunakan ,untuk langganan sepertinya bisa dikasih diskon lagi agar banyak user yang menggunakan ,"['untuk', 'langganan', 'sepertinya', 'bisa', 'dikasih', 'diskon', 'lagi', 'agar', 'banyak', 'user', 'yang', 'menggunakan']","['langganan', 'dikasih', 'diskon', 'user']",langgan kasih diskon user,langan kasih diskon user
5,"aplikasi nya bagus banget , saran ku jangan terlalu lemot ! , karena bisa membiat foto cakep , cantik , dan glosy gitu !","aplikasi nya bagus banget , saran ku jangan terlalu lemot ! , karena bisa membiat foto cakep , cantik , dan glosy gitu !",aplikasi nya bagus banget  saran ku jangan terlalu lemot   karena bisa membiat foto cakep  cantik  dan glosy gitu ,aplikasi nya bagus banget  saran ku jangan terlalu lemot   karena bisa membiat foto cakep  cantik  dan glosy gitu ,"['aplikasi', 'nya', 'bagus', 'banget', 'saran', 'ku', 'jangan', 'terlalu', 'lemot', 'karena', 'bisa', 'membiat', 'foto', 'cakep', 'cantik', 'dan', 'glosy', 'gitu']","['aplikasi', 'nya', 'bagus', 'banget', 'saran', 'ku', 'lemot', 'membiat', 'foto', 'cakep', 'cantik', 'glosy', 'gitu']",aplikasi nya bagus banget saran ku lot biat foto cakep cantik glosy gitu,aplikasi nya bagus banget saran lot biat foto cakep cantik glosy gitu
5,bagus banget ini aku suka pakai,bagus banget ini aku suka pakai,bagus banget ini aku suka pakai,bagus banget ini aku suka pakai,"['bagus', 'banget', 'ini', 'aku', 'suka', 'pakai']","['bagus', 'banget', 'suka', 'pakai']",bagus banget suka pakai,bagus banget suka pakai
5,b*keppp,b*keppp,bkeppp,bkeppp,['bkeppp'],['bkeppp'],bkeppp,bkep
2,"tolong di perbaiki capcut nya, masak saya baru keluar bentar terus masuk lagi ngelek gak bisa di geser geser template nya, Saya keluar buang aplikasi lalu masuk lagi baru bisa, tapi kalo kayak gitu capek la masuk keluar tolonggg di perbaiki lagi capcut nya","tolong di perbaiki capcut nya, masak saya baru keluar bentar terus masuk lagi ngelek gak bisa di geser geser template nya, Saya keluar buang aplikasi lalu masuk lagi baru bisa, tapi kalo kayak gitu capek la masuk keluar tolonggg di perbaiki lagi capcut nya",tolong di perbaiki capcut nya masak saya baru keluar bentar terus masuk lagi ngelek gak bisa di geser geser template nya Saya keluar buang aplikasi lalu masuk lagi baru bisa tapi kalo kayak gitu capek la masuk keluar tolonggg di perbaiki lagi capcut nya,tolong di perbaiki capcut nya masak saya baru keluar bentar terus masuk lagi ngelek gak bisa di geser geser template nya saya keluar buang aplikasi lalu masuk lagi baru bisa tapi kalo kayak gitu capek la masuk keluar tolonggg di perbaiki lagi capcut nya,"['tolong', 'di', 'perbaiki', 'capcut', 'nya', 'masak', 'saya', 'baru', 'keluar', 'bentar', 'terus', 'masuk', 'lagi', 'ngelek', 'gak', 'bisa', 'di', 'geser', 'geser', 'template', 'nya', 'saya', 'keluar', 'buang', 'aplikasi', 'lalu', 'masuk', 'lagi', 'baru', 'bisa', 'tapi', 'kalo', 'kayak', 'gitu', 'capek', 'la', 'masuk', 'keluar', 'tolonggg', 'di', 'perbaiki', 'lagi', 'capcut', 'nya']","['tolong', 'perbaiki', 'capcut', 'nya', 'masak', 'bentar', 'masuk', 'ngelek', 'gak', 'geser', 'geser', 'template', 'nya', 'buang', 'aplikasi', 'masuk', 'kalo', 'kayak', 'gitu', 'capek', 'la', 'masuk', 'tolonggg', 'perbaiki', 'capcut', 'nya']",tolong baik capcut nya masak bentar masuk ngelek gak geser geser template nya buang aplikasi masuk kalo kayak gitu capek la masuk tolonggg baik capcut nya,tolong baik capcut nya masak bentar masuk ngelek gak geser geser template nya buang aplikasi masuk kalo kayak gitu capek masuk tolong baik capcut nya
5,aku suka sih dengan template nya. tpi aku sering pake am/alight mation tpi capcut smaa alight mation sama² bagus si menurut ku,aku suka sih dengan template nya. tpi aku sering pake am/alight mation tpi capcut smaa alight mation sama² bagus si menurut ku,aku suka sih dengan template nya tpi aku sering pake amalight mation tpi capcut smaa alight mation sama bagus si menurut ku,aku suka sih dengan template nya tpi aku sering pake amalight mation tpi capcut smaa alight mation sama bagus si menurut ku,"['aku', 'suka', 'sih', 'dengan', 'template', 'nya', 'tpi', 'aku', 'sering', 'pake', 'amalight', 'mation', 'tpi', 'capcut', 'smaa', 'alight', 'mation', 'sama', 'bagus', 'si', 'menurut', 'ku']","['suka', 'sih', 'template', 'nya', 'tpi', 'pake', 'amalight', 'mation', 'tpi', 'capcut', 'smaa', 'alight', 'mation', 'bagus', 'si', 'ku']",suka sih template nya tpi pake amalight mation tpi capcut smaa alight mation bagus si ku,suka sih template nya tpi pake amalight mation tpi capcut sma alight mation bagus
4,karena seru² jj nya aku suka,karena seru² jj nya aku suka,karena seru jj nya aku suka,karena seru jj nya aku suka,"['karena', 'seru', 'jj', 'nya', 'aku', 'suka']","['seru', 'jj', 'nya', 'suka']",seru jj nya suka,seru nya suka
4,bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,bagus
1,"Semua aja berbayar, mana sering lag padahal sinyal sama penyimpanan aman. kacau dah!","Semua aja berbayar, mana sering lag padahal sinyal sama penyimpanan aman. kacau dah!",Semua aja berbayar mana sering lag padahal sinyal sama penyimpanan aman kacau dah,semua aja berbayar mana sering lag padahal sinyal sama penyimpanan aman kacau dah,"['semua', 'aja', 'berbayar', 'mana', 'sering', 'lag', 'padahal', 'sinyal', 'sama', 'penyimpanan', 'aman', 'kacau', 'dah']","['aja', 'berbayar', 'lag', 'sinyal', 'penyimpanan', 'aman', 'kacau', 'dah']",aja bayar lag sinyal simpan aman kacau dah,aja bayar lag sinyal simpan aman kacau dah
1,alasan premium,alasan premium,alasan premium,alasan premium,"['alasan', 'premium']","['alasan', 'premium']",alas premium,alas premium
5,sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu,bantu
4,apk nya bagus cuma banyak iklan + hampir. pro semua 🙏,apk nya bagus cuma banyak iklan + hampir. pro semua 🙏,apk nya bagus cuma banyak iklan  hampir pro semua ,apk nya bagus cuma banyak iklan  hampir pro semua ,"['apk', 'nya', 'bagus', 'cuma', 'banyak', 'iklan', 'hampir', 'pro', 'semua']","['apk', 'nya', 'bagus', 'iklan', 'pro']",apk nya bagus iklan pro,aplikasi nya bagus iklan pro
5,menurutku aplikasi ini seru,menurutku aplikasi ini seru,menurutku aplikasi ini seru,menurutku aplikasi ini seru,"['menurutku', 'aplikasi', 'ini', 'seru']","['menurutku', 'aplikasi', 'seru']",turut aplikasi seru,turut aplikasi seru
3,"kasih tombol pilih semua lah capcut, masa harus di klik 1 1 ribuan videonya","kasih tombol pilih semua lah capcut, masa harus di klik 1 1 ribuan videonya",kasih tombol pilih semua lah capcut masa harus di klik   ribuan videonya,kasih tombol pilih semua lah capcut masa harus di klik   ribuan videonya,"['kasih', 'tombol', 'pilih', 'semua', 'lah', 'capcut', 'masa', 'harus', 'di', 'klik', 'ribuan', 'videonya']","['kasih', 'tombol', 'pilih', 'capcut', 'klik', 'ribuan', 'videonya']",kasih tombol pilih capcut klik ribu video,kasih tombol pilih capcut klik ribu video
2,sekarang sering eror gak bisa diplay template nya,sekarang sering eror gak bisa diplay template nya,sekarang sering eror gak bisa diplay template nya,sekarang sering eror gak bisa diplay template nya,"['sekarang', 'sering', 'eror', 'gak', 'bisa', 'diplay', 'template', 'nya']","['eror', 'gak', 'diplay', 'template', 'nya']",eror gak diplay template nya,eror gak diplay template nya
1,dikit dikit pro dikit dikit pro kayak utang nya kebanyakan aja,dikit dikit pro dikit dikit pro kayak utang nya kebanyakan aja,dikit dikit pro dikit dikit pro kayak utang nya kebanyakan aja,dikit dikit pro dikit dikit pro kayak utang nya kebanyakan aja,"['dikit', 'dikit', 'pro', 'dikit', 'dikit', 'pro', 'kayak', 'utang', 'nya', 'kebanyakan', 'aja']","['dikit', 'dikit', 'pro', 'dikit', 'dikit', 'pro', 'kayak', 'utang', 'nya', 'kebanyakan', 'aja']",dikit dikit pro dikit dikit pro kayak utang nya banyak aja,dikit dikit pro dikit dikit pro kayak utang nya banyak aja
1,"kalo ini aplikasi bisa dikasi bintang 0 maka bakal aku kasi 0. Ga ngasih tau kalo lagi trial nyoba gratis, tiba-tiba seenaknya mungut biaya dari e-wallet padahal dari awal capcutnya gaada ngasih tau ke pengguna kalo lagi trial coba gratis pro. Sekarang gua harus makan mie 3 bulan. Gua do'ain ni aplikasi se developer nya bangkrut & masuk neraka, itu aja si dari gua 🫂","kalo ini aplikasi bisa dikasi bintang 0 maka bakal aku kasi 0. Ga ngasih tau kalo lagi trial nyoba gratis, tiba-tiba seenaknya mungut biaya dari e-wallet padahal dari awal capcutnya gaada ngasih tau ke pengguna kalo lagi trial coba gratis pro. Sekarang gua harus makan mie 3 bulan. Gua do'ain ni aplikasi se developer nya bangkrut & masuk neraka, itu aja si dari gua 🫂",kalo ini aplikasi bisa dikasi bintang  maka bakal aku kasi  Ga ngasih tau kalo lagi trial nyoba gratis tibatiba seenaknya mungut biaya dari ewallet padahal dari awal capcutnya gaada ngasih tau ke pengguna kalo lagi trial coba gratis pro Sekarang gua harus makan mie  bulan Gua doain ni aplikasi se developer nya bangkrut  masuk neraka itu aja si dari gua ,kalo ini aplikasi bisa dikasi bintang  maka bakal aku kasi  ga ngasih tau kalo lagi trial nyoba gratis tibatiba seenaknya mungut biaya dari ewallet padahal dari awal capcutnya gaada ngasih tau ke pengguna kalo lagi trial coba gratis pro sekarang gua harus makan mie  bulan gua doain ni aplikasi se developer nya bangkrut  masuk neraka itu aja si dari gua ,"['kalo', 'ini', 'aplikasi', 'bisa', 'dikasi', 'bintang', 'maka', 'bakal', 'aku', 'kasi', 'ga', 'ngasih', 'tau', 'kalo', 'lagi', 'trial', 'nyoba', 'gratis', 'tibatiba', 'seenaknya', 'mungut', 'biaya', 'dari', 'ewallet', 'padahal', 'dari', 'awal', 'capcutnya', 'gaada', 'ngasih', 'tau', 'ke', 'pengguna', 'kalo', 'lagi', 'trial', 'coba', 'gratis', 'pro', 'sekarang', 'gua', 'harus', 'makan', 'mie', 'bulan', 'gua', 'doain', 'ni', 'aplikasi', 'se', 'developer', 'nya', 'bangkrut', 'masuk', 'neraka', 'itu', 'aja', 'si', 'dari', 'gua']","['kalo', 'aplikasi', 'dikasi', 'bintang', 'kasi', 'ga', 'ngasih', 'tau', 'kalo', 'trial', 'nyoba', 'gratis', 'tibatiba', 'mungut', 'biaya', 'ewallet', 'capcutnya', 'gaada', 'ngasih', 'tau', 'pengguna', 'kalo', 'trial', 'coba', 'gratis', 'pro', 'gua', 'makan', 'mie', 'gua', 'doain', 'ni', 'aplikasi', 'developer', 'nya', 'bangkrut', 'masuk', 'neraka', 'aja', 'si', 'gua']",kalo aplikasi kasi bintang kasi ga ngasih tau kalo trial nyoba gratis tibatiba mungut biaya ewallet capcutnya gaada ngasih tau guna kalo trial coba gratis pro gua makan mie gua doain ni aplikasi developer nya bangkrut masuk neraka aja si gua,kalo aplikasi kasi bintang kasi gak ngasih tau kalo trial nyoba gratis tibatiba mungut biaya ewalet capcutnya gada ngasih tau guna kalo trial coba gratis pro gua makan mie gua doain aplikasi developer nya bangkrut masuk neraka aja gua
5,"ini tu bagus banget, eh btw ini itu kumplit templat nya loh....😃🥰🤗😳","ini tu bagus banget, eh btw ini itu kumplit templat nya loh....😃🥰🤗😳",ini tu bagus banget eh btw ini itu kumplit templat nya loh,ini tu bagus banget eh btw ini itu kumplit templat nya loh,"['ini', 'tu', 'bagus', 'banget', 'eh', 'btw', 'ini', 'itu', 'kumplit', 'templat', 'nya', 'loh']","['tu', 'bagus', 'banget', 'eh', 'btw', 'kumplit', 'templat', 'nya', 'loh']",tu bagus banget eh btw kumplit templat nya loh,bagus banget btw kumplit templat nya loh
5,aplikasi nya bagussssssss bangettt,aplikasi nya bagussssssss bangettt,aplikasi nya bagussssssss bangettt,aplikasi nya bagussssssss bangettt,"['aplikasi', 'nya', 'bagussssssss', 'bangettt']","['aplikasi', 'nya', 'bagussssssss', 'bangettt']",aplikasi nya bagussssssss bangettt,aplikasi nya bagus banget
5,bagus tapi setiap keluar ada iklan tapi yaudah gapapa😊,bagus tapi setiap keluar ada iklan tapi yaudah gapapa😊,bagus tapi setiap keluar ada iklan tapi yaudah gapapa,bagus tapi setiap keluar ada iklan tapi yaudah gapapa,"['bagus', 'tapi', 'setiap', 'keluar', 'ada', 'iklan', 'tapi', 'yaudah', 'gapapa']","['bagus', 'iklan', 'yaudah', 'gapapa']",bagus iklan yaudah gapapa,bagus iklan yaudah gapapa
1,aplikasi ini tidak bisa di buka di hp android saya,aplikasi ini tidak bisa di buka di hp android saya,aplikasi ini tidak bisa di buka di hp android saya,aplikasi ini tidak bisa di buka di hp android saya,"['aplikasi', 'ini', 'tidak', 'bisa', 'di', 'buka', 'di', 'hp', 'android', 'saya']","['aplikasi', 'buka', 'hp', 'android']",aplikasi buka hp android,aplikasi buka android
1,Tolong kembalikan filter scenery pada editor foto,Tolong kembalikan filter scenery pada editor foto,Tolong kembalikan filter scenery pada editor foto,tolong kembalikan filter scenery pada editor foto,"['tolong', 'kembalikan', 'filter', 'scenery', 'pada', 'editor', 'foto']","['tolong', 'kembalikan', 'filter', 'scenery', 'editor', 'foto']",tolong kembali filter scenery editor foto,tolong kembali filter scenery editor foto
